index,file_path,true_class,predicted_class,predicted_confidence,secondary_class,secondary_confidence,confidence_band,rules_fired,if_then_reasoning,recommendation
389,data/raw/test\Bacterial Pneumonia\test_0_822.jpeg,Bacterial Pneumonia,Normal,0.4765,Viral Pneumonia,0.4577,low,low_confidence_needs_manual_review | ambiguous_top2_overlap | safety_alert_low_max_probability,IF max probability < medium_confidence THEN mark prediction as low-confidence and escalate to expert review. || IF (top1 - top2) < ambiguity_margin THEN treat case as ambiguous and report top-2 differential. || IF max probability < low_confidence_alert THEN trigger safety alert and require manual confirmation. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Low-confidence prediction. Escalate to radiologist review and consider additional tests. Top-2 classes are close (Normal vs Viral Pneumonia); treat as uncertain differential.
390,data/raw/test\Bacterial Pneumonia\test_0_836.jpeg,Bacterial Pneumonia,Viral Pneumonia,0.7913,Bacterial Pneumonia,0.2022,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Viral Pneumonia as primary with Bacterial Pneumonia as differential diagnosis. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Primary diagnosis is Viral Pneumonia with differential Bacterial Pneumonia. Recommend clinical correlation and targeted follow-up review.
391,data/raw/test\Bacterial Pneumonia\test_0_855.jpeg,Bacterial Pneumonia,Bacterial Pneumonia,0.7117,Viral Pneumonia,0.2874,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Bacterial Pneumonia as primary with Viral Pneumonia as differential diagnosis. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Primary diagnosis is Bacterial Pneumonia with differential Viral Pneumonia. Recommend clinical correlation and targeted follow-up review.
392,data/raw/test\Bacterial Pneumonia\test_0_891.jpeg,Bacterial Pneumonia,Viral Pneumonia,0.3087,Bacterial Pneumonia,0.2608,low,low_confidence_needs_manual_review | ambiguous_top2_overlap | safety_alert_low_max_probability,IF max probability < medium_confidence THEN mark prediction as low-confidence and escalate to expert review. || IF (top1 - top2) < ambiguity_margin THEN treat case as ambiguous and report top-2 differential. || IF max probability < low_confidence_alert THEN trigger safety alert and require manual confirmation. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Low-confidence prediction. Escalate to radiologist review and consider additional tests. Top-2 classes are close (Viral Pneumonia vs Bacterial Pneumonia); treat as uncertain differential.
393,data/raw/test\Bacterial Pneumonia\test_0_898.jpeg,Bacterial Pneumonia,Viral Pneumonia,0.5269,Bacterial Pneumonia,0.4402,low,low_confidence_needs_manual_review | ambiguous_top2_overlap,IF max probability < medium_confidence THEN mark prediction as low-confidence and escalate to expert review. || IF (top1 - top2) < ambiguity_margin THEN treat case as ambiguous and report top-2 differential. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Low-confidence prediction. Escalate to radiologist review and consider additional tests. Top-2 classes are close (Viral Pneumonia vs Bacterial Pneumonia); treat as uncertain differential.
394,data/raw/test\Bacterial Pneumonia\test_0_900.jpeg,Bacterial Pneumonia,Viral Pneumonia,0.7444,Bacterial Pneumonia,0.2144,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Viral Pneumonia as primary with Bacterial Pneumonia as differential diagnosis. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Primary diagnosis is Viral Pneumonia with differential Bacterial Pneumonia. Recommend clinical correlation and targeted follow-up review.
395,data/raw/test\Bacterial Pneumonia\test_0_906.jpeg,Bacterial Pneumonia,Bacterial Pneumonia,0.733,Viral Pneumonia,0.2667,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Bacterial Pneumonia as primary with Viral Pneumonia as differential diagnosis. || IF predicted class is Bacterial Pneumonia THEN supporting reason: model pattern suggests focal air-space opacity that is commonly associated with bacterial consolidation. || IF predicted class is Bacterial Pneumonia THEN supporting reason: high bacterial class probability compared with other classes.,Primary diagnosis is Bacterial Pneumonia with differential Viral Pneumonia. Recommend clinical correlation and targeted follow-up review.
396,data/raw/test\Bacterial Pneumonia\test_0_907.jpeg,Bacterial Pneumonia,Viral Pneumonia,0.5008,Bacterial Pneumonia,0.4817,low,low_confidence_needs_manual_review | ambiguous_top2_overlap,IF max probability < medium_confidence THEN mark prediction as low-confidence and escalate to expert review. || IF (top1 - top2) < ambiguity_margin THEN treat case as ambiguous and report top-2 differential. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Low-confidence prediction. Escalate to radiologist review and consider additional tests. Top-2 classes are close (Viral Pneumonia vs Bacterial Pneumonia); treat as uncertain differential.
397,data/raw/test\Bacterial Pneumonia\test_0_942.jpeg,Bacterial Pneumonia,Viral Pneumonia,0.6518,Bacterial Pneumonia,0.3459,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Viral Pneumonia as primary with Bacterial Pneumonia as differential diagnosis. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Primary diagnosis is Viral Pneumonia with differential Bacterial Pneumonia. Recommend clinical correlation and targeted follow-up review.
398,data/raw/test\Bacterial Pneumonia\test_0_956.jpeg,Bacterial Pneumonia,Viral Pneumonia,0.4503,Normal,0.4389,low,low_confidence_needs_manual_review | ambiguous_top2_overlap | safety_alert_low_max_probability,IF max probability < medium_confidence THEN mark prediction as low-confidence and escalate to expert review. || IF (top1 - top2) < ambiguity_margin THEN treat case as ambiguous and report top-2 differential. || IF max probability < low_confidence_alert THEN trigger safety alert and require manual confirmation. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Low-confidence prediction. Escalate to radiologist review and consider additional tests. Top-2 classes are close (Viral Pneumonia vs Normal); treat as uncertain differential.
399,data/raw/test\Bacterial Pneumonia\test_0_972.jpeg,Bacterial Pneumonia,Viral Pneumonia,0.5241,Bacterial Pneumonia,0.4609,low,low_confidence_needs_manual_review | ambiguous_top2_overlap,IF max probability < medium_confidence THEN mark prediction as low-confidence and escalate to expert review. || IF (top1 - top2) < ambiguity_margin THEN treat case as ambiguous and report top-2 differential. || IF predicted class is Viral Pneumonia THEN supporting reason: model pattern suggests diffuse bilateral involvement that is often associated with viral infection. || IF predicted class is Viral Pneumonia THEN supporting reason: viral class remains stronger than other pneumonia subclasses.,Low-confidence prediction. Escalate to radiologist review and consider additional tests. Top-2 classes are close (Viral Pneumonia vs Bacterial Pneumonia); treat as uncertain differential.
400,data/raw/test\Corona Virus Disease\00030346_007.png,Corona Virus Disease,Corona Virus Disease,0.9999,Normal,0.0001,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Corona Virus Disease as primary diagnosis. || IF predicted class is Corona Virus Disease THEN supporting reason: model pattern shows peripheral and bilateral abnormality tendency often linked with COVID-like findings. || IF predicted class is Corona Virus Disease THEN supporting reason: covid class confidence is stronger than nearest alternative.,Prediction strongly supports Corona Virus Disease. Continue with disease-specific confirmatory protocol.
401,data/raw/test\Corona Virus Disease\00030350_002.png,Corona Virus Disease,Corona Virus Disease,0.9909,Normal,0.0052,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Corona Virus Disease as primary diagnosis. || IF predicted class is Corona Virus Disease THEN supporting reason: model pattern shows peripheral and bilateral abnormality tendency often linked with COVID-like findings. || IF predicted class is Corona Virus Disease THEN supporting reason: covid class confidence is stronger than nearest alternative.,Prediction strongly supports Corona Virus Disease. Continue with disease-specific confirmatory protocol.
402,data/raw/test\Corona Virus Disease\00030357_000.png,Corona Virus Disease,Corona Virus Disease,0.9855,Normal,0.0098,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Corona Virus Disease as primary diagnosis. || IF predicted class is Corona Virus Disease THEN supporting reason: model pattern shows peripheral and bilateral abnormality tendency often linked with COVID-like findings. || IF predicted class is Corona Virus Disease THEN supporting reason: covid class confidence is stronger than nearest alternative.,Prediction strongly supports Corona Virus Disease. Continue with disease-specific confirmatory protocol.
